2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
1,7,7,7,7,1
2,17,17,17,17,2
1,9,9,9,9,1
2,10,10,10,10,2
1,2,2,2,2,1
2,11,11,11,11,2
1,4,4,4,4,1
2,14,14,14,14,2
1,6,6,6,6,1
2,16,16,16,16,2
1,8,8,8,8,1
2,18,18,18,18,2
1,20,20,20,20,1
2,19,19,19,19,2
1,1,1,1,1,1
2,12,12,12,12,2
1,3,3,3,3,1
2,13,13,13,13,2
1,5,5,5,5,1
2,15,15,15,15,2
